sim_time,front_x,Z,T
30.9741,105.667,4.34757,19.7029
31.0341,105.667,4.34757,19.7411
31.0941,105.667,4.34757,19.7792
31.1541,105.667,4.34757,19.8174
31.2141,105.667,4.34757,19.8556
31.2741,105.667,4.34757,19.8937
31.3341,105.667,4.34757,19.9319
31.3941,105.667,4.34757,19.9701
31.4541,105.667,4.34757,20.0082
31.5141,105.667,4.34757,20.0464
31.5741,105.667,4.34757,20.0846
31.6341,105.667,4.34757,20.1227
31.6941,105.667,4.34757,20.1609
31.7541,105.667,4.34757,20.1991
31.8141,105.667,4.34757,20.2372
31.8741,105.667,4.34757,20.2754
31.9341,105.667,4.34757,20.3136
31.9941,105.667,4.34757,20.3517
32.0541,105.667,4.34757,20.3899
32.1141,105.667,4.34757,20.4281
32.1741,105.667,4.34757,20.4662
32.2341,105.667,4.34757,20.5044
32.2941,105.667,4.34757,20.5426
32.3541,105.667,4.34757,20.5807
32.4141,105.667,4.34757,20.6189
32.4741,105.667,4.34757,20.6571
32.5341,105.667,4.34757,20.6952
32.5941,105.667,4.34757,20.7334
32.6541,105.667,4.34757,20.7716
32.7141,105.667,4.34757,20.8097
32.7741,105.667,4.34757,20.8479
32.8341,105.667,4.34757,20.8861
32.8941,105.667,4.34757,20.9242
32.9541,105.667,4.34757,20.9624
33.0141,105.051,4.33488,21.0006
33.0741,105.048,4.33482,21.0387
33.1341,105.036,4.33458,21.0769
33.1941,105.027,4.33438,21.1151
33.2541,105.031,4.33446,21.1532
33.3141,105.038,4.33461,21.1914
33.3741,105.035,4.33454,21.2296
33.4341,105.028,4.33441,21.2677
33.4941,105.033,4.33452,21.3059
33.5541,105.044,4.33474,21.3441
33.6141,105.047,4.33479,21.3822
33.6741,105.045,4.33475,21.4204
33.7341,105.05,4.33486,21.4586
33.7941,105.06,4.33505,21.4967
33.8541,105.063,4.33513,21.5349
33.9141,105.065,4.33517,21.573
33.9741,105.072,4.33532,21.6112
34.0341,105.08,4.33547,21.6494
34.0941,105.082,4.33551,21.6875
34.1541,105.084,4.33556,21.7257
34.2141,105.089,4.33566,21.7639
34.2741,105.092,4.33573,21.802
34.3341,105.094,4.33577,21.8402
34.3941,105.099,4.33587,21.8784
34.4541,105.104,4.33597,21.9165
34.5141,105.102,4.33594,21.9547
34.5741,105.093,4.33575,21.9929
34.6341,105.079,4.33546,22.031
34.6941,105.069,4.33525,22.0692
34.7541,105.07,4.33526,22.1074
34.8141,105.076,4.3354,22.1455
34.8741,105.077,4.33542,22.1837
34.9341,105.072,4.33532,22.2219
34.9941,105.07,4.33527,22.26
35.0541,105.071,4.3353,22.2982
35.1141,105.069,4.33526,22.3364
35.1741,105.061,4.33508,22.3745
35.2341,105.048,4.33481,22.4127
35.2941,105.033,4.33451,22.4509
35.3541,105.023,4.33429,22.489
35.4141,105.015,4.33413,22.5272
35.4741,105.004,4.3339,22.5654
35.5341,104.985,4.33352,22.6035
35.5941,105.667,4.34757,22.6417
35.6541,105.667,4.34757,22.6799
35.7141,105.667,4.34757,22.718
35.7741,105.667,4.34757,22.7562
35.8341,105.667,4.34757,22.7944
35.8941,105.667,4.34757,22.8325
35.9541,105.667,4.34757,22.8707
36.0141,105.667,4.34757,22.9089
36.0741,105.667,4.34757,22.947
36.1341,105.667,4.34757,22.9852
36.1941,105.667,4.34757,23.0234
36.2541,105.667,4.34757,23.0615
36.3141,105.667,4.34757,23.0997
36.3741,105.667,4.34757,23.1379
36.4341,105.667,4.34757,23.176
36.4941,105.667,4.34757,23.2142
36.5541,105.667,4.34757,23.2524
36.6141,105.667,4.34757,23.2905
36.6741,105.667,4.34757,23.3287
36.7341,105.667,4.34757,23.3669
36.7941,105.667,4.34757,23.405
36.8541,105.667,4.34757,23.4432
36.9141,105.667,4.34757,23.4814
36.9741,105.667,4.34757,23.5195
37.0341,105.667,4.34757,23.5577
37.0941,105.667,4.34757,23.5959
37.1541,105.667,4.34757,23.634
37.2141,105.667,4.34757,23.6722
37.2741,105.667,4.34757,23.7104
37.3341,105.667,4.34757,23.7485
37.3941,105.667,4.34757,23.7867
37.4541,105.667,4.34757,23.8249
37.5141,105.667,4.34757,23.863
37.5741,105.667,4.34757,23.9012
37.6341,105.667,4.34757,23.9394
37.6941,105.667,4.34757,23.9775
37.7541,105.667,4.34757,24.0157
37.8141,105.667,4.34757,24.0539
37.8741,105.667,4.34757,24.092
37.9341,105.667,4.34757,24.1302
37.9941,105.667,4.34757,24.1684
38.0541,105.667,4.34757,24.2065
38.1141,105.667,4.34757,24.2447
38.1741,105.667,4.34757,24.2829
38.2341,105.667,4.34757,24.321
38.2941,105.667,4.34757,24.3592
38.3541,105.667,4.34757,24.3974
38.4141,105.667,4.34757,24.4355
38.4741,105.667,4.34757,24.4737
38.5341,105.667,4.34757,24.5119
38.5941,105.667,4.34757,24.55
38.6541,105.667,4.34757,24.5882
38.7141,105.667,4.34757,24.6264
38.7741,105.667,4.34757,24.6645
38.8341,105.667,4.34757,24.7027
38.8941,105.667,4.34757,24.7409
38.9541,105.667,4.34757,24.779
39.0141,105.667,4.34757,24.8172
39.0741,105.667,4.34757,24.8554
39.1341,105.667,4.34757,24.8935
39.1941,105.667,4.34757,24.9317
39.2541,105.667,4.34757,24.9699
39.3141,105.667,4.34757,25.008
39.3741,105.667,4.34757,25.0462
39.4341,105.667,4.34757,25.0844
39.4941,105.667,4.34757,25.1225
39.5541,105.667,4.34757,25.1607
39.6141,105.667,4.34757,25.1989
39.6741,105.667,4.34757,25.237
39.7341,105.667,4.34757,25.2752
39.7941,105.667,4.34757,25.3134
39.8541,105.667,4.34757,25.3515
39.9141,105.667,4.34757,25.3897
39.9741,105.667,4.34757,25.4279
40.0341,105.667,4.34757,25.466
40.0941,105.667,4.34757,25.5042
40.1541,105.667,4.34757,25.5424
40.2141,105.667,4.34757,25.5805
40.2741,105.667,4.34757,25.6187
40.3341,105.667,4.34757,25.6569
40.3941,105.667,4.34757,25.695
40.4541,105.667,4.34757,25.7332
40.5141,105.667,4.34757,25.7714
40.5741,105.667,4.34757,25.8095
40.6341,105.667,4.34757,25.8477
40.6941,105.667,4.34757,25.8859
40.7541,105.667,4.34757,25.924
40.8141,105.667,4.34757,25.9622
40.8741,105.667,4.34757,26.0004
40.9341,105.667,4.34757,26.0385
40.9941,105.667,4.34757,26.0767
41.0541,105.667,4.34757,26.1149
41.1141,105.667,4.34757,26.153
41.1741,105.667,4.34757,26.1912
41.2341,105.667,4.34757,26.2294
41.2941,105.667,4.34757,26.2675
41.3541,105.667,4.34757,26.3057
41.4141,105.667,4.34757,26.3439
41.4741,105.667,4.34757,26.382
41.5341,105.667,4.34757,26.4202
41.5941,105.667,4.34757,26.4584
41.6541,105.667,4.34757,26.4965
41.7141,105.667,4.34757,26.5347
41.7741,105.667,4.34757,26.5729
41.8341,105.667,4.34757,26.611
41.8941,105.667,4.34757,26.6492
41.9541,105.667,4.34757,26.6874
42.0141,105.667,4.34757,26.7255
42.0741,105.667,4.34757,26.7637
42.1341,105.667,4.34757,26.8019
42.1941,105.667,4.34757,26.84
42.2541,105.667,4.34757,26.8782
42.3141,105.667,4.34757,26.9164
42.3741,105.667,4.34757,26.9545
42.4341,105.667,4.34757,26.9927
42.4941,105.667,4.34757,27.0309
42.5541,105.667,4.34757,27.069
42.6141,105.667,4.34757,27.1072
42.6741,105.667,4.34757,27.1454
42.7341,105.667,4.34757,27.1835
42.7941,105.667,4.34757,27.2217
42.8541,105.667,4.34757,27.2599
42.9141,105.667,4.34757,27.298
42.9741,105.667,4.34757,27.3362
43.0341,105.667,4.34757,27.3744
43.0941,105.667,4.34757,27.4125
43.1541,105.667,4.34757,27.4507
43.2141,105.667,4.34757,27.4889
43.2741,105.667,4.34757,27.527
43.3341,105.667,4.34757,27.5652
43.3941,105.667,4.34757,27.6034
43.4541,105.667,4.34757,27.6415
43.5141,105.667,4.34757,27.6797
43.5741,105.667,4.34757,27.7179
