sim_time,front_x,Z,T,cohesion,viscosity,tension,pressure
12.6181,105.667,4.34757,8.02651,20,3.14,20,4000
12.6661,105.667,4.34757,8.05704,20,3.14,20,4000
12.7141,105.667,4.34757,8.08757,20,3.14,20,4000
12.7621,105.667,4.34757,8.11811,20,3.14,20,4000
12.8101,105.667,4.34757,8.14864,20,3.14,20,4000
12.8581,105.667,4.34757,8.17917,20,3.14,20,4000
12.9061,105.667,4.34757,8.20971,20,3.14,20,4000
12.9479,105.667,4.34757,8.23629,20,3.14,20,4000
12.9897,105.667,4.34757,8.26287,20,3.14,20,4000
13.0343,105.667,4.34757,8.29126,20,3.14,20,4000
13.0794,105.667,4.34757,8.31993,20,3.14,20,4000
13.1208,105.667,4.34757,8.34628,20,3.14,20,4000
13.1631,105.667,4.34757,8.37315,20,3.14,20,4000
13.2055,105.667,4.34757,8.40015,20,3.14,20,4000
13.2455,105.667,4.34757,8.42558,20,3.14,20,4000
13.2861,105.667,4.34757,8.45143,20,3.14,20,4000
13.3197,105.667,4.34757,8.4728,20,3.14,20,4000
13.352,105.667,4.34757,8.49332,20,3.14,20,4000
13.3824,105.667,4.34757,8.51269,20,3.14,20,4000
13.4093,105.667,4.34757,8.52979,20,3.14,20,4000
13.4367,105.667,4.34757,8.54717,20,3.14,20,4000
13.4653,105.667,4.34757,8.56537,20,3.14,20,4000
13.5049,105.667,4.34757,8.59058,20,3.14,20,4000
13.5348,105.667,4.34757,8.60961,20,3.14,20,4000
13.5628,105.667,4.34757,8.6274,20,3.14,20,4000
13.595,105.667,4.34757,8.64791,20,3.14,20,4000
13.6354,105.667,4.34757,8.67359,20,3.14,20,4000
13.6698,105.667,4.34757,8.69547,20,3.14,20,4000
13.6971,105.667,4.34757,8.71285,20,3.14,20,4000
13.7256,105.667,4.34757,8.73098,20,3.14,20,4000
13.7609,105.667,4.34757,8.75345,20,3.14,20,4000
13.7973,105.667,4.34757,8.77655,20,3.14,20,4000
13.8321,105.667,4.34757,8.79873,20,3.14,20,4000
13.865,105.667,4.34757,8.81962,20,3.14,20,4000
13.8974,105.667,4.34757,8.84026,20,3.14,20,4000
13.9303,105.667,4.34757,8.8612,20,3.14,20,4000
13.9592,105.667,4.34757,8.87956,20,3.14,20,4000
13.9953,105.667,4.34757,8.90253,20,3.14,20,4000
14.034,105.667,4.34757,8.92717,20,3.14,20,4000
14.0705,105.667,4.34757,8.95039,20,3.14,20,4000
14.1133,105.667,4.34757,8.97761,20,3.14,20,4000
14.1579,105.667,4.34757,9.00597,20,3.14,20,4000
14.2023,105.667,4.34757,9.0342,20,3.14,20,4000
14.2431,105.667,4.34757,9.06013,20,3.14,20,4000
14.2881,105.667,4.34757,9.08877,20,3.14,20,4000
14.3346,105.667,4.34757,9.11835,20,3.14,20,4000
14.3826,105.667,4.34757,9.14888,20,3.14,20,4000
14.4271,105.667,4.34757,9.17719,20,3.14,20,4000
14.4751,105.667,4.34757,9.20773,20,3.14,20,4000
14.5231,105.667,4.34757,9.23826,20,3.14,20,4000
14.5711,105.667,4.34757,9.26879,20,3.14,20,4000
14.6191,105.667,4.34757,9.29933,20,3.14,20,4000
14.6671,105.667,4.34757,9.32986,20,3.14,20,4000
14.7151,105.667,4.34757,9.36039,20,3.14,20,4000
14.7631,105.667,4.34757,9.39093,20,3.14,20,4000
14.8111,105.667,4.34757,9.42146,20,3.14,20,4000
14.8591,105.667,4.34757,9.45199,20,3.14,20,4000
14.9071,105.667,4.34757,9.48253,20,3.14,20,4000
14.9551,105.667,4.34757,9.51306,20,3.14,20,4000
15.0031,105.667,4.34757,9.54359,20,3.14,20,4000
15.0511,105.667,4.34757,9.57413,20,3.14,20,4000
15.0991,105.667,4.34757,9.60466,20,3.14,20,4000
15.1471,105.667,4.34757,9.63519,20,3.14,20,4000
15.1951,105.667,4.34757,9.66572,20,3.14,20,4000
15.2431,105.667,4.34757,9.69626,20,3.14,20,4000
15.2911,105.667,4.34757,9.72679,20,3.14,20,4000
15.3391,105.667,4.34757,9.75732,20,3.14,20,4000
15.3871,105.667,4.34757,9.78786,20,3.14,20,4000
15.4351,105.667,4.34757,9.81839,20,3.14,20,4000
15.4831,105.667,4.34757,9.84892,20,3.14,20,4000
15.5311,105.667,4.34757,9.87946,20,3.14,20,4000
15.5791,105.667,4.34757,9.90999,20,3.14,20,4000
15.6271,105.667,4.34757,9.94052,20,3.14,20,4000
15.6751,105.667,4.34757,9.97106,20,3.14,20,4000
15.7231,105.667,4.34757,10.0016,20,3.14,20,4000
15.7711,105.667,4.34757,10.0321,20,3.14,20,4000
15.8191,105.667,4.34757,10.0627,20,3.14,20,4000
15.8671,105.667,4.34757,10.0932,20,3.14,20,4000
15.9122,105.667,4.34757,10.1219,20,3.14,20,4000
15.9587,105.667,4.34757,10.1515,20,3.14,20,4000
16.0067,105.667,4.34757,10.182,20,3.14,20,4000
16.0547,105.667,4.34757,10.2125,20,3.14,20,4000
16.102,105.667,4.34757,10.2426,20,3.14,20,4000
16.1486,105.667,4.34757,10.2723,20,3.14,20,4000
16.1966,105.667,4.34757,10.3028,20,3.14,20,4000
16.2446,105.667,4.34757,10.3333,20,3.14,20,4000
16.2926,105.667,4.34757,10.3639,20,3.14,20,4000
16.3406,105.667,4.34757,10.3944,20,3.14,20,4000
16.3886,105.667,4.34757,10.4249,20,3.14,20,4000
16.4366,105.667,4.34757,10.4555,20,3.14,20,4000
16.4846,105.667,4.34757,10.486,20,3.14,20,4000
16.5326,105.667,4.34757,10.5165,20,3.14,20,4000
16.5806,105.667,4.34757,10.5471,20,3.14,20,4000
16.6286,105.667,4.34757,10.5776,20,3.14,20,4000
16.6766,105.667,4.34757,10.6081,20,3.14,20,4000
16.7246,105.667,4.34757,10.6387,20,3.14,20,4000
16.7726,105.667,4.34757,10.6692,20,3.14,20,4000
16.8206,105.667,4.34757,10.6997,20,3.14,20,4000
16.8686,105.667,4.34757,10.7302,20,3.14,20,4000
16.9166,105.667,4.34757,10.7608,20,3.14,20,4000
16.9646,105.667,4.34757,10.7913,20,3.14,20,4000
17.0126,105.667,4.34757,10.8218,20,3.14,20,4000
17.0606,105.667,4.34757,10.8524,20,3.14,20,4000
17.1086,105.667,4.34757,10.8829,20,3.14,20,4000
17.1566,105.667,4.34757,10.9134,20,3.14,20,4000
17.2046,105.667,4.34757,10.944,20,3.14,20,4000
17.2526,105.667,4.34757,10.9745,20,3.14,20,4000
17.3006,105.667,4.34757,11.005,20,3.14,20,4000
17.3486,105.667,4.34757,11.0356,20,3.14,20,4000
17.3966,105.667,4.34757,11.0661,20,3.14,20,4000
17.4446,105.667,4.34757,11.0966,20,3.14,20,4000
17.4926,105.667,4.34757,11.1272,20,3.14,20,4000
17.5406,105.667,4.34757,11.1577,20,3.14,20,4000
17.5886,105.667,4.34757,11.1882,20,3.14,20,4000
17.6366,105.667,4.34757,11.2188,20,3.14,20,4000
17.6846,105.667,4.34757,11.2493,20,3.14,20,4000
17.7326,105.667,4.34757,11.2798,20,3.14,20,4000
17.7806,105.667,4.34757,11.3104,20,3.14,20,4000
17.8286,105.667,4.34757,11.3409,20,3.14,20,4000
17.8766,105.667,4.34757,11.3714,20,3.14,20,4000
17.9246,105.667,4.34757,11.402,20,3.14,20,4000
17.9726,105.667,4.34757,11.4325,20,3.14,20,4000
18.0206,105.667,4.34757,11.463,20,3.14,20,4000
18.0686,105.667,4.34757,11.4936,20,3.14,20,4000
18.1166,105.667,4.34757,11.5241,20,3.14,20,4000
18.1646,105.667,4.34757,11.5546,20,3.14,20,4000
18.2126,105.667,4.34757,11.5852,20,3.14,20,4000
18.2606,105.667,4.34757,11.6157,20,3.14,20,4000
18.3086,105.667,4.34757,11.6462,20,3.14,20,4000
18.3566,105.667,4.34757,11.6768,20,3.14,20,4000
18.4046,105.667,4.34757,11.7073,20,3.14,20,4000
18.4526,105.667,4.34757,11.7378,20,3.14,20,4000
18.5006,105.667,4.34757,11.7684,20,3.14,20,4000
18.5486,105.667,4.34757,11.7989,20,3.14,20,4000
18.5966,105.667,4.34757,11.8294,20,3.14,20,4000
18.6446,105.667,4.34757,11.86,20,3.14,20,4000
18.6926,105.667,4.34757,11.8905,20,3.14,20,4000
18.7406,105.667,4.34757,11.921,20,3.14,20,4000
18.7886,105.667,4.34757,11.9516,20,3.14,20,4000
18.8366,105.667,4.34757,11.9821,20,3.14,20,4000
18.8846,105.667,4.34757,12.0126,20,3.14,20,4000
18.9326,105.667,4.34757,12.0432,20,3.14,20,4000
18.9806,105.667,4.34757,12.0737,20,3.14,20,4000
19.0286,105.667,4.34757,12.1042,20,3.14,20,4000
19.0766,105.667,4.34757,12.1348,20,3.14,20,4000
19.1246,105.667,4.34757,12.1653,20,3.14,20,4000
19.1726,105.667,4.34757,12.1958,20,3.14,20,4000
19.2206,105.667,4.34757,12.2264,20,3.14,20,4000
19.2686,105.667,4.34757,12.2569,20,3.14,20,4000
19.3166,105.667,4.34757,12.2874,20,3.14,20,4000
19.3646,105.667,4.34757,12.318,20,3.14,20,4000
19.4126,105.667,4.34757,12.3485,20,3.14,20,4000
19.4606,105.667,4.34757,12.379,20,3.14,20,4000
19.5086,105.667,4.34757,12.4096,20,3.14,20,4000
19.5566,105.667,4.34757,12.4401,20,3.14,20,4000
19.6046,105.667,4.34757,12.4706,20,3.14,20,4000
19.6526,105.667,4.34757,12.5012,20,3.14,20,4000
19.7006,105.667,4.34757,12.5317,20,3.14,20,4000
19.7486,105.667,4.34757,12.5622,20,3.14,20,4000
19.7966,105.667,4.34757,12.5928,20,3.14,20,4000
19.844,105.667,4.34757,12.6229,20,3.14,20,4000
19.8908,105.667,4.34757,12.6527,20,3.14,20,4000
